00400000	MZ	"MZ"	char[2]
009e3d50	`vector destructor iterator'	"`vector destructor iterator'"	ds
009e3d70	`vector constructor iterator'	"`vector constructor iterator'"	ds
009e3d90	`scalar deleting destructor'	"`scalar deleting destructor'"	ds
009e3db0	`default constructor closure'	"`default constructor closure'"	ds
009e3dd0	`vector deleting destructor'	"`vector deleting destructor'"	ds
009e3df0	`vbase destructor'	"`vbase destructor'"	ds
009e3e04	`string'	"`string'"	ds
009e3e10	`local static guard'	"`local static guard'"	ds
009e3e28	`typeof'	"`typeof'"	ds
009e3e34	`vcall'	"`vcall'"	ds
009e3e3c	`vbtable'	"`vbtable'"	ds
009e3e48	`vftable'	"`vftable'"	ds
009e3ed0	operator	"operator"	ds
009e3ef4	 delete	" delete"	ds
009e3f04	__unaligned	"__unaligned"	ds
009e3f10	__restrict	"__restrict"	ds
009e3f1c	__ptr64	"__ptr64"	ds
009e3f24	__clrcall	"__clrcall"	ds
009e3f30	__fastcall	"__fastcall"	ds
009e3f3c	__thiscall	"__thiscall"	ds
009e3f48	__stdcall	"__stdcall"	ds
009e3f54	__pascal	"__pascal"	ds
009e3f60	__cdecl	"__cdecl"	ds
009e3f68	__based(	"__based("	ds
009e4110	UNKNOWN	"UNKNOWN"	ds
009e4998	HH:mm:ss	"HH:mm:ss"	ds
009e49a4	dddd, MMMM dd, yyyy	"dddd, MMMM dd, yyyy"	ds
009e49b8	MM/dd/yy	"MM/dd/yy"	ds
009e49cc	December	"December"	ds
009e49d8	November	"November"	ds
009e49e4	October	"October"	ds
009e49ec	September	"September"	ds
009e49f8	August	"August"	ds
009e4a10	April	"April"	ds
009e4a18	March	"March"	ds
009e4a20	February	"February"	ds
009e4a2c	January	"January"	ds
009e4a64	Saturday	"Saturday"	ds
009e4a70	Friday	"Friday"	ds
009e4a78	Thursday	"Thursday"	ds
009e4a84	Wednesday	"Wednesday"	ds
009e4a90	Tuesday	"Tuesday"	ds
009e4a98	Monday	"Monday"	ds
009e4aa0	Sunday	"Sunday"	ds
009e4ac8	am/pm	"am/pm"	ds
009e4ad4	1#QNAN	"1#QNAN"	ds
009e4adc	1#INF	"1#INF"	ds
009e4ae4	1#IND	"1#IND"	ds
009e4aec	1#SNAN	"1#SNAN"	ds
009e4af4	SunMonTueWedThuFriSat	"SunMonTueWedThuFriSat"	ds
009e4b0c	JanFebMarAprMayJunJulAugSepOctNovDec	"JanFebMarAprMayJunJulAugSepOctNovDec"	ds
009e4b38	CONOUT$	"CONOUT$"	ds
009e4b40	GetProcAddress	"GetProcAddress"	ds
009e4b50	FreeEnvironmentStringsW	"FreeEnvironmentStringsW"	ds
009e4b68	WideCharToMultiByte	"WideCharToMultiByte"	ds
009e4b7c	GetEnvironmentStringsW	"GetEnvironmentStringsW"	ds
009e4b94	GetCPInfo	"GetCPInfo"	ds
009e4ba0	IsValidCodePage	"IsValidCodePage"	ds
009e4bb0	MultiByteToWideChar	"MultiByteToWideChar"	ds
009e4bc4	GetLocaleInfoW	"GetLocaleInfoW"	ds
009e4bd4	LCMapStringW	"LCMapStringW"	ds
009e4be4	GetStringTypeW	"GetStringTypeW"	ds
009e4bf4	WriteConsoleW	"WriteConsoleW"	ds
009e4c04	CompareStringW	"CompareStringW"	ds
009e4c14	msvfw32.dll	"msvfw32.dll"	ds
009e4c20	sensapi.dll	"sensapi.dll"	ds
009e4c2c	oledlg.dll	"oledlg.dll"	ds
009e4c38	oleacc.dll	"oleacc.dll"	ds
009e4c44	secur32.dll	"secur32.dll"	ds
009e4c50	avicap32.dll	"avicap32.dll"	ds
009e4c60	winspool.drv	"winspool.drv"	ds
009e4c70	winmm.dll	"winmm.dll"	ds
009e4c7c	rasapi32.dll	"rasapi32.dll"	ds
009e4c94	version.dll	"version.dll"	ds
009e4ca0	comdlg32.dll	"comdlg32.dll"	ds
009e4cb0	shell32.dll	"shell32.dll"	ds
009e4cbc	advapi32.dll	"advapi32.dll"	ds
009e4ccc	gdi32.dll	"gdi32.dll"	ds
009e4cd8	user32.dll	"user32.dll"	ds
009e4ce4	unicows.dll	"unicows.dll"	ds
009e4cf0	security.dll	"security.dll"	ds
009e4d00	ntdll.dll	"ntdll.dll"	ds
009e4d0c	LdrUnloadDll	"LdrUnloadDll"	ds
009e4d1c	EnableWindow	"EnableWindow"	ds
009e4d2c	GetClipboardData	"GetClipboardData"	ds
009e4d40	GetPropA	"GetPropA"	ds
009e4d4c	GetWindowLongA	"GetWindowLongA"	ds
009e4d5c	MessageBoxW	"MessageBoxW"	ds
009e4d68	RemovePropA	"RemovePropA"	ds
009e4d74	SetPropA	"SetPropA"	ds
009e4d80	SetWindowLongA	"SetWindowLongA"	ds
009e4d90	.\OggDecompress.cpp	".\\OggDecompress.cpp"	ds
009e4da4	vector<T> too long	"vector<T> too long"	ds
009e4dd4	Installer Tome.MPQ	"Installer Tome.MPQ"	ds
009e4de8	Movies.MPQ	"Movies.MPQ"	ds
009e4df4	Troll	"Troll"	ds
009e4dfc	Gnome	"Gnome"	ds
009e4e04	Tauren	"Tauren"	ds
009e4e0c	Undead	"Undead"	ds
009e4e14	NightElf	"NightElf"	ds
009e4e20	Dwarf	"Dwarf"	ds
009e4e2c	Human	"Human"	ds
009e4e34	TrialLists/StartClient.lst	"TrialLists/StartClient.lst"	ds
009e4e50	TrialLists/StartCharacter.lst	"TrialLists/StartCharacter.lst"	ds
009e4e70	TrialLists/StartRaceCommon.lst	"TrialLists/StartRaceCommon.lst"	ds
009e4e90	TrialLists/Start%s.lst	"TrialLists/Start%s.lst"	ds
009e4ea8	TrialLists/StartBackgroundZone%d.lst	"TrialLists/StartBackgroundZone%d.lst"	ds
009e4ed0	TrialLists/StartBackground%s.lst	"TrialLists/StartBackground%s.lst"	ds
009e4ef4	invalid map/set<T> iterator	"invalid map/set<T> iterator"	ds
009e4f10	map/set<T> too long	"map/set<T> too long"	ds
009e4f24	(listfile)	"(listfile)"	ds
009e4f30	DataPreload	"DataPreload"	ds
009e4f3c	Blizzard::Memory	"Blizzard::Memory"	ds
009e4f50	archive %s opened
	"archive %s opened\n"	ds
009e4f68	.\SFile2-Core.cpp	".\\SFile2-Core.cpp"	ds
009e4f7c	SArchive	"SArchive"	ds
009e4f98	ARCHIVE	"ARCHIVE"	ds
009e4fa0	SFileImpl	"SFileImpl"	ds
009e4fac	Failed to read file %s.

Debug Details:

%s	"Failed to read file %s.\n\nDebug Details:\n\n%s"	ds
009e4fd8	Failed to read file %s.

Debug Details:

%sStorm Error Msg:%s	"Failed to read file %s.\n\nDebug Details:\n\n%sStorm Error Msg:%s"	ds
009e5018	Failed to read data from the network. Please check your Internet connection and try again.

Debug Details:

%s	"Failed to read data from the network. Please check your Internet connection and try again.\n\nDebug Details:\n\n%s"	ds
009e5088	Failed to read data from the network. Please check your Internet connection and try again.

Debug Details:

%sStorm Error Msg:%s	"Failed to read data from the network. Please check your Internet connection and try again.\n\nDebug Details:\n\n%sStorm Error Msg:%s"	ds
009e510c	deque<T> too long	"deque<T> too long"	ds
009e5120	list<T> too long	"list<T> too long"	ds
009e5134	AutoBigMemoryBlock	"AutoBigMemoryBlock"	ds
009e5148	Data/SoundCache.MPQ	"Data/SoundCache.MPQ"	ds
009e5164	SFile	"SFile"	ds
009e5178	memsys.portnum	"memsys.portnum"	ds
009e5188	BlizzardCore_memsys.exe	"BlizzardCore_memsys.exe"	ds
009e51a0	file://	"file://"	ds
009e51a9	ttp://	"ttp://"	ds
009e51b0	(attributes)	"(attributes)"	ds
009e51c0	(signature)	"(signature)"	ds
009e5330	GenuineIntelAuthenticAMDCyrixInsteadCentaurHalls	"GenuineIntelAuthenticAMDCyrixInsteadCentaurHalls"	ds
009e5608	<unknown symbol>	"<unknown symbol>"	ds
009e561c	<unknown module>	"<unknown module>"	ds
009e566f	ACallNtPowerInformation	"ACallNtPowerInformation"	ds
009e5688	powrprof.dll	"powrprof.dll"	ds
009e5698	GlobalMemoryStatusEx	"GlobalMemoryStatusEx"	ds
009e56f4	GetFileVersionInfoSizeA	"GetFileVersionInfoSizeA"	ds
009e570c	GetFileVersionInfoA	"GetFileVersionInfoA"	ds
009e5720	VerQueryValueA	"VerQueryValueA"	ds
009e5730	BLIZZARDCOMPONENT	"BLIZZARDCOMPONENT"	ds
009e5748	d:\buildserver\wow\1\work\wow-code\branches\wow-patch-3_3_5_a-bnet\engine\source\blizzardcore\blizzardcore\source\packages\iounit\IOAlignUnit.cpp	"d:\\buildserver\\wow\\1\\work\\wow-code\\branches\\wow-patch-3_3_5_a-bnet\\engine\\source\\blizzardcore\\blizzardcore\\source\\packages\\iounit\\IOAlignUnit.cpp"	ds
009e5848	d:\buildserver\wow\1\work\wow-code\branches\wow-patch-3_3_5_a-bnet\engine\source\blizzardcore\blizzardcore\source\packages\iounit\IOUnitContainer.cpp	"d:\\buildserver\\wow\\1\\work\\wow-code\\branches\\wow-patch-3_3_5_a-bnet\\engine\\source\\blizzardcore\\blizzardcore\\source\\packages\\iounit\\IOUnitContainer.cpp"	ds
009e5910	d:\buildserver\wow\1\work\wow-code\branches\wow-patch-3_3_5_a-bnet\engine\source\blizzardcore\blizzardcore\source\packages\mopaq\SFile.cpp	"d:\\buildserver\\wow\\1\\work\\wow-code\\branches\\wow-patch-3_3_5_a-bnet\\engine\\source\\blizzardcore\\blizzardcore\\source\\packages\\mopaq\\SFile.cpp"	ds
009e599c	(knNd:\buildserver\wow\1\work\wow-code\branches\wow-patch-3_3_5_a-bnet\engine\source\blizzardcore\blizzardcore\source\system\file\Filestack_Win32.cpp	"(knNd:\\buildserver\\wow\\1\\work\\wow-code\\branches\\wow-patch-3_3_5_a-bnet\\engine\\source\\blizzardcore\\blizzardcore\\source\\system\\file\\Filestack_Win32.cpp"	ds
009e5a34	splitsize	"splitsize"	ds
009e5a40	md5size	"md5size"	ds
009e5a48	%d:%d	"%d:%d"	ds
009e5a50	TryEnterCriticalSection	"TryEnterCriticalSection"	ds
009e5a68	%02d:%02d:%02d.%04d 	"%02d:%02d:%02d.%04d "	ds
009e5a80	d:\buildserver\wow\1\work\wow-code\branches\wow-patch-3_3_5_a-bnet\engine\source\blizzardcore\blizzardcore\source\system\memory\MemoryStorm.cpp	"d:\\buildserver\\wow\\1\\work\\wow-code\\branches\\wow-patch-3_3_5_a-bnet\\engine\\source\\blizzardcore\\blizzardcore\\source\\system\\memory\\MemoryStorm.cpp"	ds
009e5b17	?%d.%d.%d.%d	"?%d.%d.%d.%d"	ds
009e5bd0	d:\buildserver\wow\1\work\wow-code\branches\wow-patch-3_3_5_a-bnet\engine\source\blizzardcore\blizzardcore\source\packages\mopaq\SFileArchives.cpp	"d:\\buildserver\\wow\\1\\work\\wow-code\\branches\\wow-patch-3_3_5_a-bnet\\engine\\source\\blizzardcore\\blizzardcore\\source\\packages\\mopaq\\SFileArchives.cpp"	ds
009e5d84	[%d] err=%d text=%s
%s	"[%d] err=%d text=%s\n%s"	ds
009e5d9c	usage	"usage"	ds
009e5da4	endtime	"endtime"	ds
009e5dac	starttime	"starttime"	ds
009e5db8	%s.%d	"%s.%d"	ds
009e5dc0	%s.%s	"%s.%s"	ds
009e5dc8	%02d%02d%02d-%02d%02d%02d	"%02d%02d%02d-%02d%02d%02d"	ds
009e5de4	%02d%02d%02d	"%02d%02d%02d"	ds
009e5df8	d:\buildserver\wow\1\work\wow-code\branches\wow-patch-3_3_5_a-bnet\engine\source\blizzardcore\blizzardcore\source\system\string\String.cpp	"d:\\buildserver\\wow\\1\\work\\wow-code\\branches\\wow-patch-3_3_5_a-bnet\\engine\\source\\blizzardcore\\blizzardcore\\source\\system\\string\\String.cpp"	ds
009e5e88	d:\BuildServer\WoW\1\work\WoW-code\branches\wow-patch-3_3_5_A-BNet\Engine\Source\BlizzardCore\BlizzardCore\Include\Blizzard/Util/HashMap.h	"d:\\BuildServer\\WoW\\1\\work\\WoW-code\\branches\\wow-patch-3_3_5_A-BNet\\Engine\\Source\\BlizzardCore\\BlizzardCore\\Include\\Blizzard/Util/HashMap.h"	ds
009e5f38	d:\buildserver\wow\1\work\wow-code\branches\wow-patch-3_3_5_a-bnet\engine\source\blizzardcore\blizzardcore\source\packages\iounit\IOFileUnit.cpp	"d:\\buildserver\\wow\\1\\work\\wow-code\\branches\\wow-patch-3_3_5_a-bnet\\engine\\source\\blizzardcore\\blizzardcore\\source\\packages\\iounit\\IOFileUnit.cpp"	ds
009e5fcc	Blizzard::Debug	"Blizzard::Debug"	ds
009e5fdc	MiniDumpWriteDump	"MiniDumpWriteDump"	ds
009e5ff0	SymSetOptions	"SymSetOptions"	ds
009e6000	SymCleanup	"SymCleanup"	ds
009e600c	SymInitialize	"SymInitialize"	ds
009e601c	SymGetOptions	"SymGetOptions"	ds
009e602c	dbghelp.dll	"dbghelp.dll"	ds
009e6038	Blizzard::ThreadLocalStorage	"Blizzard::ThreadLocalStorage"	ds
009e6060	<unknown>	"<unknown>"	ds
009e607e	.ABlizzard::File	".ABlizzard::File"	ds
009e6090	Blizzard::Using::GlobalUse	"Blizzard::Using::GlobalUse"	ds
009e6170	%sTempHTMLFile%x.html	"%sTempHTMLFile%x.html"	ds
009e6270	
#-----------------------------------------------------------
# System started at %04d-%02d-%02d %02d:%02d:%02d.%04d
# system: %s
#-----------------------------------------------------------
	"\n#-----------------------------------------------------------\n# System started at %04d-%02d-%02d %02d:%02d:%02d.%04d\n# system: %s\n#-----------------------------------------------------------\n"	ds
009e6330	
#-----------------------------------------------------------
# %04d-%02d-%02d
# system: %s
#-----------------------------------------------------------
	"\n#-----------------------------------------------------------\n# %04d-%02d-%02d\n# system: %s\n#-----------------------------------------------------------\n"	ds
009e63d8	/Assert.log	"/Assert.log"	ds
009e63e8	%04d/%02d/%02d %02d:%02d:%02d  %s(%d) : Assertion failed: %s  "%s"
	"%04d/%02d/%02d %02d:%02d:%02d  %s(%d) : Assertion failed: %s  \"%s\"\n"	ds
009e6430	d:\buildserver\wow\1\work\wow-code\branches\wow-patch-3_3_5_a-bnet\engine\source\blizzardcore\blizzardcore\source\system\file\Filestack_Streaming.cpp	"d:\\buildserver\\wow\\1\\work\\wow-code\\branches\\wow-patch-3_3_5_a-bnet\\engine\\source\\blizzardcore\\blizzardcore\\source\\system\\file\\Filestack_Streaming.cpp"	ds
009e64d0	value	"value"	ds
009e6508	Data/Repair.data	"Data/Repair.data"	ds
009e651c	Data/Repair.head	"Data/Repair.head"	ds
009e6548	d:\buildserver\wow\1\work\wow-code\branches\wow-patch-3_3_5_a-bnet\engine\source\blizzardcore\blizzardcore\source\packages\mopaq\NewZerofill.h	"d:\\buildserver\\wow\\1\\work\\wow-code\\branches\\wow-patch-3_3_5_a-bnet\\engine\\source\\blizzardcore\\blizzardcore\\source\\packages\\mopaq\\NewZerofill.h"	ds
009e65d8	validserver	"validserver"	ds
009e65e4	transportitem	"transportitem"	ds
009e65f4	flags	"flags"	ds
009e65fc	fileversion	"fileversion"	ds
009e6618	candeactivate	"candeactivate"	ds
009e6628	maxretry	"maxretry"	ds
009e6634	timeslotid	"timeslotid"	ds
009e6640	location	"location"	ds
009e664c	Blizzard::Log	"Blizzard::Log"	ds
009e665c	%s%s/	"%s%s/"	ds
009e6664	parameter	"parameter"	ds
009e6670	transport	"transport"	ds
009e667c	timeslot	"timeslot"	ds
009e6688	serverpath	"serverpath"	ds
009e6694	server	"server"	ds
009e66a4	Blizzard::Thread	"Blizzard::Thread"	ds
009e66b8	Blizzard TLS Destructor	"Blizzard TLS Destructor"	ds
009e66d0	Blizzard Thread Pool Worker	"Blizzard Thread Pool Worker"	ds
009e66ec	Blizzard Web Client	"Blizzard Web Client"	ds
009e6700	Range: bytes=%lld-%lld
	"Range: bytes=%lld-%lld\n"	ds
009e6718	If-Modified-Since: %s
	"If-Modified-Since: %s\n"	ds
009e6730	Content-Length: %d
	"Content-Length: %d\n"	ds
009e6744	Content-Type: %s

	"Content-Type: %s\n\n"	ds
009e6758	Content-Type: text/html

	"Content-Type: text/html\n\n"	ds
009e6788	Blizzard::Mopaq	"Blizzard::Mopaq"	ds
009e6798	unknown exception	"unknown exception"	ds
009e67ac	Logs/Profiling_File_Local.log	"Logs/Profiling_File_Local.log"	ds
009e67cc	%10lld, %10d - %s
	"%10lld, %10d - %s\n"	ds
009e67e0	Logs/Profiling_MPQSplit.log	"Logs/Profiling_MPQSplit.log"	ds
009e67fc	Got split %s, %d-d
	"Got split %s, %d-d\n"	ds
009e6810	bgpreloadsleep	"bgpreloadsleep"	ds
009e6820	istrial	"istrial"	ds
009e6828	1.2.3	"1.2.3"	ds
009e6830	Potential race condition in client code for archive "%s"!
	"Potential race condition in client code for archive \"%s\"!\n"	ds
009e686c	Win32 Read - %s	"Win32 Read - %s"	ds
009e687c	Win32 Write - %s	"Win32 Write - %s"	ds
009e6890	failed to open %s
	"failed to open %s\n"	ds
009e68ac	D:(A;OICI;GA;;;BU)	u"D:(A;OICI;GA;;;BU)"	unicode
009e68d4	Win32 Open - %s	"Win32 Open - %s"	ds
009e68e4	Win32 Close	"Win32 Close"	ds
009e68f0	Transport::ReadDirectFile - GetItemTag failed	"Transport::ReadDirectFile - GetItemTag failed"	ds
009e6920	version	"version"	ds
009e6928	%s - %s	"%s - %s"	ds
009e6930	Logs/Streaming_Error.log	"Logs/Streaming_Error.log"	ds
009e694c	%d - %s - %s
	"%d - %s - %s\n"	ds
009e695c	Unknown error	"Unknown error"	ds
009e696c	Copied smaller than expected	"Copied smaller than expected"	ds
009e698c	MD5 check failed	"MD5 check failed"	ds
009e69a0	DownloadURL failed - Timed out	"DownloadURL failed - Timed out"	ds
009e69c0	DownloadURL failed - File not found	"DownloadURL failed - File not found"	ds
009e69e4	DownloadURL failed	"DownloadURL failed"	ds
009e69f8	Downloaded smaller than expected	"Downloaded smaller than expected"	ds
009e6a1c	DownloadURL failed with no error	"DownloadURL failed with no error"	ds
009e6a40	offset is %d
	"offset is %d\n"	ds
009e6a50	Manifests::ReadDirectFile - ReadDirectFileFromBuffer failed	"Manifests::ReadDirectFile - ReadDirectFileFromBuffer failed"	ds
009e6a8c	Manifests::ReadDirectFile - LoadFile failed	"Manifests::ReadDirectFile - LoadFile failed"	ds
009e6ab8	FileManifest::ReadIndirectFile - DownloadURL failed - %s	"FileManifest::ReadIndirectFile - DownloadURL failed - %s"	ds
009e6af8	FileManifest::ReadIndirectFile - DownloadURL failed with no error	"FileManifest::ReadIndirectFile - DownloadURL failed with no error"	ds
009e6b3c	FileManifest::ReadDirectFile - ReadDirectFileFromBuffer failed	"FileManifest::ReadDirectFile - ReadDirectFileFromBuffer failed"	ds
009e6b7c	FileManifest::ReadDirectFile - LoadFile failed	"FileManifest::ReadDirectFile - LoadFile failed"	ds
009e6bac	SourceManifest::ReadDirectfile - GetItemTag failed	"SourceManifest::ReadDirectfile - GetItemTag failed"	ds
009e6be0	old-version1-base	"old-version1-base"	ds
009e6bf4	source	"source"	ds
009e6bfc	Reinitialized Part file '%s' succeeded.
	"Reinitialized Part file '%s' succeeded.\n"	ds
009e6c28	FileStack_Streaming::StreamingOpen - Failed to write .part storage section	"FileStack_Streaming::StreamingOpen - Failed to write .part storage section"	ds
009e6c78	FileStack_Streaming::StreamingOpen - Failed to write .part header section	"FileStack_Streaming::StreamingOpen - Failed to write .part header section"	ds
009e6cc4	Logs/Profiling_Storage_Initialization.log	"Logs/Profiling_Storage_Initialization.log"	ds
009e6cf0	Reinitialized Part file '%s' started.
	"Reinitialized Part file '%s' started.\n"	ds
009e6d18	Failed to write storage information chunk	"Failed to write storage information chunk"	ds
009e6d44	IOAlignUnit::Read - Range Error	"IOAlignUnit::Read - Range Error"	ds
009e6d64	IOChecksumUnit::Clamp - Range Error	"IOChecksumUnit::Clamp - Range Error"	ds
009e6d88	System_SComp::Compress - Unrecognized Compression Type	"System_SComp::Compress - Unrecognized Compression Type"	ds
009e6dc0	System_SComp::Compress - Lzma compression isn't enabled	"System_SComp::Compress - Lzma compression isn't enabled"	ds
009e6e18	System_SComp::Decompress - Unrecognized Compression Type	"System_SComp::Decompress - Unrecognized Compression Type"	ds
009e6e54	SFileSetBasePath - SFILE_ERROR_BAD_PATHNAME	"SFileSetBasePath - SFILE_ERROR_BAD_PATHNAME"	ds
009e6e80	GetArchivePtr - SFILE_ERROR_INVALID_HANDLE	"GetArchivePtr - SFILE_ERROR_INVALID_HANDLE"	ds
009e6eb0	FileStack_Streaming::StreamingOpen - Failed to parse .part file	"FileStack_Streaming::StreamingOpen - Failed to parse .part file"	ds
009e6ef0	FileStack_Streaming::StreamingOpen - Unable to open a unique instance of the .part file	"FileStack_Streaming::StreamingOpen - Unable to open a unique instance of the .part file"	ds
009e6f48	Failed to load transport manifest.	"Failed to load transport manifest."	ds
009e6f6c	Transport::ReadIndirectFile - DownloadURL failed - %s	"Transport::ReadIndirectFile - DownloadURL failed - %s"	ds
009e6fa4	Transport::ReadIndirectFile - DownloadURL failed	"Transport::ReadIndirectFile - DownloadURL failed"	ds
009e6fd8	Transport::ReadDirectFile - failed to load file	"Transport::ReadDirectFile - failed to load file"	ds
